Countycode,County,Jurisdiction (NCIC),BCS number,ID,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,W_Race/Ethnicity,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
33,Riverside,3312,01740,331201740,1,9,2003,1,3,male,Hispanic,Hispanic,39,1,Husband,Other family,Acquaintance,,9,16,2003,3,2003,Knife or other stabbing instrument,Any vehicle,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,02416,331302416,1,7,2003,1,1,female,Hispanic,Hispanic,32,1,Wife,,,,7,15,2003,3,2003,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3315,01767,331501767,1,10,2003,1,1,male,Hispanic,Hispanic,31,1,Boyfriend,,,,10,6,2003,2,2003,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3331,01742,333101742,1,9,2003,1,1,female,White,White,33,1,"Other, known to Victim",,,,9,2,2003,3,2003,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3338,01743,333801743,1,9,2003,1,1,female,Hispanic,Hispanic,40,1,Wife,,,,9,23,2003,3,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,01533,330001533,1,5,2004,1,1,male,Black or African American,Black,49,1,Husband,,,,5,7,2004,6,2004,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,02422,330002422,1,8,2004,1,1,male,White,White,47,1,Boyfriend,,,,8,22,2004,1,2004,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,02711,330002711,1,9,2004,1,2,female,Hispanic,Hispanic,31,1,Girlfriend,Stranger,,,9,23,2004,5,2004,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Murder was intentional and carried out for financial gain.
33,Riverside,3303,03423,330303423,1,10,2004,1,1,female,White,White,28,1,Girlfriend,,,,10,2,2004,7,2004,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3308,01911,330801911,1,2,2004,1,1,female,White,White,22,1,Wife,,,,4,22,2003,3,2003,Poison,Shared residence,Domestic Violence,Victim was intentionally killed by the administration of poison.
33,Riverside,3308,03567,330803567,1,12,2004,1,1,female,White,White,49,1,Girlfriend,,,,12,1,2004,4,2004,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3311,03581,331103581,1,11,2004,1,1,female,Hispanic,Hispanic,44,1,Girlfriend,,,,11,9,2004,3,2004,Handgun (pistol/revolver),Other,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,01602,331301602,1,5,2004,1,1,male,White,White,34,1,Homosexual relationship,,,,5,22,2004,7,2004,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3314,02206,331402206,1,7,2004,1,1,female,American Indian and Alaska Native,American Indian,64,1,Other family,,,,7,26,2004,2,2004,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3315,03268,331503268,1,12,2004,1,1,female,White,White,47,1,Wife,,,,12,28,2004,3,2004,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3330,02205,333002205,1,7,2004,1,1,female,Hispanic,Hispanic,33,1,Girlfriend,,,,7,20,2004,3,2004,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3332,01088,333201088,1,4,2004,1,1,female,White,White,48,1,Girlfriend,,,,4,29,2004,5,2004,Asphyxiation,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3332,03389,333203389,1,12,2004,1,1,female,White,White,54,1,Wife,,,,12,9,2004,5,2004,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3342,02693,334202693,1,8,2004,1,1,female,Hispanic,Hispanic,21,1,Girlfriend,,,,8,13,2004,6,2004,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,04521,330004521,2,5,2005,5,1,female,White,White,42,1,Wife,,,,5,10,2005,3,2005,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,05746,330005746,1,9,2005,1,1,male,Black or African American,Black,62,1,Husband,,,,9,17,2005,7,2005,Rifle,Vacant field,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,06575,330006575,1,12,2005,1,1,male,Black or African American,Black,59,1,Boyfriend,,,,12,10,2005,7,2005,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3314,03767,331403767,1,1,2005,1,1,female,White,White,51,1,Girlfriend,,,,1,5,2005,4,2005,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3330,06296,333006296,1,11,2005,1,1,male,White,White,20,1,Husband,,,,11,24,2005,5,2005,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3332,05751,333205751,1,9,2005,1,1,female,White,White,87,1,Wife,,,,9,9,2005,6,2005,Asphyxiation,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3338,03739,333803739,1,1,2005,1,1,female,Native Hawaiian and Other Pacific Islander,Pacific Islander,49,1,Wife,,,,1,5,2005,4,2005,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3338,06047,333806047,1,10,2005,1,1,female,Hispanic,Hispanic,22,1,Girlfriend,,,,10,11,2005,3,2005,"Personal weapon (hands/feet, etc)",Vacant field,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,06853,330006853,1,1,2006,1,1,female,White,White,49,1,Girlfriend,,,,1,31,2006,3,2006,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,09101,330009101,1,10,2006,1,1,female,White,White,50,1,Wife,,,,10,19,2006,5,2006,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
33,Riverside,3312,06836,331206836,1,1,2006,1,1,male,Black or African American,Black,20,1,Boyfriend,,,,1,18,2006,4,2006,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,08180,331308180,1,7,2006,1,1,female,White,White,48,1,Wife,,,,7,1,2006,7,2006,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3331,08579,333108579,1,8,2006,1,1,female,White,White,63,1,Wife,,,,8,18,2006,6,2006,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,09803,330009803,1,1,2007,1,1,female,Black or African American,Black,32,1,Wife,,,,1,28,2007,1,2007,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
33,Riverside,3312,10284,331210284,1,3,2007,1,1,male,Hispanic,Hispanic,46,1,Husband,,,,3,2,2007,6,2007,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3312,12260,331212260,1,10,2007,1,1,female,Hispanic,Hispanic,37,1,Wife,,,,10,15,2007,2,2007,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3340,11026,334011026,1,6,2007,1,1,female,White,White,46,1,Wife,,,,6,7,2007,5,2007,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3342,10382,334210382,1,4,2007,1,1,female,White,White,31,1,Wife,,,,4,18,2007,4,2007,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,13200,330013200,1,1,2008,1,1,female,Hispanic,Hispanic,27,1,Wife,,,,1,14,2008,2,2008,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,13550,330013550,1,2,2008,2,1,male,Hispanic,Hispanic,26,1,Husband,,,,2,1,2008,6,2008,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,14323,330014323,1,5,2008,1,1,male,Hispanic,Hispanic,50,1,Boyfriend,,,,5,1,2008,5,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,15182,330015182,1,8,2008,1,1,female,White,White,67,1,Wife,,,,8,4,2008,2,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,15925,330015925,1,11,2008,1,1,female,White,White,44,1,Girlfriend,,,,11,25,2008,3,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3302,15364,330215364,1,9,2008,1,1,female,White,White,67,1,Wife,,,,9,6,2008,7,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3305,13856,330513856,1,3,2008,1,1,female,Hispanic,Hispanic,24,1,Girlfriend,,,,3,12,2008,4,2008,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3306,14186,330614186,1,4,2008,1,1,female,Hispanic,Hispanic,17,1,Girlfriend,,,,4,18,2008,6,2008,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,15962,331315962,1,9,2008,1,1,female,White,White,73,1,Wife,,,,9,8,2008,2,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3315,14743,331514743,1,6,2008,1,1,female,White,White,43,1,Wife,,,,6,1,2008,1,2008,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3317,15177,331715177,1,8,2008,1,1,male,White,White,83,1,Husband,,,,8,8,2008,6,2008,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,17885,330017885,1,8,2009,1,1,female,Hispanic,Hispanic,20,1,Girlfriend,,,,8,1,2009,7,2009,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
33,Riverside,3312,18640,331218640,1,11,2009,2,1,female,Other,Other,43,1,Wife,,,,11,14,2009,7,2009,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3338,16659,333816659,1,2,2009,1,1,female,White,White,27,1,Girlfriend,,,,2,12,2009,5,2009,Knife or other stabbing instrument,Any vehicle,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,20466,330020466,1,8,2010,1,1,female,White,White,63,1,Wife,,,,8,22,2010,1,2010,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,20801,330020801,1,10,2010,1,1,female,White,White,48,1,Girlfriend,,,,10,22,2010,6,2010,Blunt object,Residence of offender,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,19351,331319351,1,3,2010,1,1,female,White,White,15,1,Girlfriend,,,,3,18,2010,5,2010,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
33,Riverside,3314,21047,331421047,1,11,2010,1,1,female,Hispanic,Hispanic,37,1,Wife,,,,11,30,2010,3,2010,Shotgun,Parking lot,Domestic Violence,Non-death penalty homicide.
33,Riverside,3325,19735,332519735,1,4,2010,1,1,female,Hispanic,Hispanic,47,1,Wife,,,,4,4,2010,1,2010,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3338,21219,333821219,1,12,2010,1,1,female,Black or African American,Black,43,1,Wife,,,,12,24,2010,6,2010,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3303,23339,330323339,1,8,2011,1,1,female,Hispanic,Hispanic,27,1,Girlfriend,,,,8,11,2011,5,2011,Shotgun,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,22408,331322408,1,6,2011,1,1,female,Black or African American,Black,32,1,Girlfriend,,,,6,24,2011,6,2011,Unknown,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,22507,331322507,1,5,2011,2,1,female,Black or African American,Black,38,1,Girlfriend,,,,5,10,2011,3,2011,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,22692,331322692,1,7,2011,1,1,female,Black or African American,Black,39,1,Wife,,,,7,6,2011,4,2011,Unknown,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,22837,331322837,1,8,2011,1,1,female,Hispanic,Hispanic,38,1,Wife,,,,8,27,2011,7,2011,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3332,21750,333221750,1,2,2011,1,1,female,White,White,34,1,Girlfriend,,,,2,22,2011,3,2011,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3332,21853,333221853,1,3,2011,1,1,female,Black or African American,Black,26,1,Girlfriend,,,,3,27,2011,1,2011,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,33A0,22866,33A022866,1,8,2011,1,1,female,White,White,42,1,Girlfriend,,,,8,29,2011,2,2011,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,33A0,23018,33A023018,1,9,2011,1,1,female,Hispanic,Hispanic,61,1,Wife,,,,9,28,2011,4,2011,Handgun (pistol/revolver),Parking lot,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,24251,330024251,1,3,2012,1,1,female,Hispanic,Hispanic,19,1,Girlfriend,,,,3,6,2012,3,2012,Unknown,Unknown,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,24921,330024921,1,6,2012,1,1,female,White,White,66,1,Wife,,,,6,17,2012,1,2012,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,25541,330025541,1,9,2012,1,1,female,White,White,33,1,Girlfriend,,,,9,27,2012,5,2012,Blunt object,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
33,Riverside,3309,24866,330924866,1,6,2012,1,1,female,Hispanic,Hispanic,50,1,Girlfriend,,,,6,25,2012,2,2012,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
33,Riverside,3310,24659,331024659,1,5,2012,1,1,female,White,White,35,1,Wife,,,,5,21,2012,2,2012,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,24845,331324845,1,6,2012,1,1,female,Black or African American,Black,34,1,Girlfriend,,,,6,15,2012,6,2012,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3313,25242,331325242,1,8,2012,3,1,female,Hispanic,Hispanic,25,1,Girlfriend,,,,8,30,2012,5,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3325,26138,332526138,1,12,2012,2,1,female,White,White,79,1,Girlfriend,,,,12,12,2012,4,2012,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3330,25322,333025322,1,8,2012,1,1,female,White,White,47,1,Girlfriend,,,,8,6,2012,2,2012,Rope/Garrote,Residence of offender,Domestic Violence,Non-death penalty homicide.
33,Riverside,3340,25280,334025280,1,8,2012,1,1,female,Black or African American,Black,48,1,Wife,,,,8,27,2012,2,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3378,24231,337824231,1,1,2012,1,1,female,White,White,39,1,Girlfriend,,,,1,24,2012,3,2012,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,26972,330026972,1,4,2013,1,1,female,White,White,72,1,Wife,,,,4,3,2013,4,2013,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,28039,330028039,1,9,2013,1,1,female,White,White,50,1,Girlfriend,,,,9,5,2013,5,2013,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,28418,330028418,1,11,2013,2,1,female,Hispanic,Hispanic,36,1,Wife,,,,11,9,2013,7,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3303,28666,330328666,1,12,2013,1,1,female,White,White,60,1,Wife,,,,12,22,2013,1,2013,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3308,26623,330826623,1,2,2013,1,1,female,White,White,73,1,Wife,,,,2,10,2013,1,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3308,27832,330827832,1,7,2013,1,1,female,White,White,88,1,Wife,,,,7,31,2013,4,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3312,27486,331227486,1,6,2013,1,1,female,Black or African American,Black,28,1,Girlfriend,,,,6,28,2013,6,2013,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3314,28686,331428686,1,12,2013,1,1,male,Black or African American,Black,64,1,Husband,,,,12,4,2013,4,2013,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3315,26624,331526624,1,3,2013,1,1,female,Hispanic,Hispanic,32,1,Girlfriend,,,,3,21,2013,5,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3315,26907,331526907,1,4,2013,1,1,female,Hispanic,Hispanic,35,1,Wife,,,,4,29,2013,2,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3330,27380,333027380,1,5,2013,1,1,female,White,White,56,1,Wife,,,,5,27,2013,2,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3332,26974,333226974,1,4,2013,2,1,female,Black or African American,Black,52,1,Wife,,,,4,27,2013,7,2013,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3338,27382,333827382,1,5,2013,1,1,female,White,White,51,1,Wife,,,,5,16,2013,5,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3338,27935,333827935,1,8,2013,1,1,female,Hispanic,Hispanic,20,1,Girlfriend,,,,8,16,2013,6,2013,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3378,26792,337826792,1,3,2013,1,1,female,White,White,49,1,Girlfriend,,,,3,17,2013,1,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3379,28048,337928048,1,9,2013,1,1,female,Asian,Other Asian,59,1,Wife,,,,9,2,2013,2,2013,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,33A0,26791,33A026791,1,3,2013,1,1,female,White,White,30,1,Girlfriend,,,,3,1,2013,6,2013,Unknown,Residence of offender,Domestic Violence,Non-death penalty homicide.
33,Riverside,33A0,26973,33A026973,1,4,2013,1,1,female,Hispanic,Hispanic,60,1,Wife,,,,4,11,2013,5,2013,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,29163,330029163,1,2,2014,1,1,male,Black or African American,Black,49,1,Boyfriend,,,,2,21,2014,6,2014,Handgun (pistol/revolver),Other commercial business,Domestic Violence,Non-death penalty homicide.
33,Riverside,3303,31016,330331016,1,11,2014,2,1,female,Hispanic,Hispanic,38,1,Girlfriend,,,,11,17,2014,2,2014,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,33A0,31033,33A031033,1,12,2014,1,1,female,White,White,25,1,Wife,,,,12,3,2014,4,2014,Knife or other stabbing instrument,Street/side walk,Domestic Violence,Non-death penalty homicide.
33,Riverside,3308,33656,330833656,1,12,2015,1,1,female,Black or African American,Black,28,1,Wife,,,,12,8,2015,3,2015,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,34480,330034480,1,5,2016,1,1,female,Hispanic,Hispanic,38,1,Girlfriend,,,,5,12,2016,5,2016,Knife or other stabbing instrument,Street/side walk,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,34482,330034482,1,5,2016,1,2,female,Hispanic,Hispanic,20,1,"Other, known to Victim",Stranger,,,5,8,2016,1,2016,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
33,Riverside,3305,34105,330534105,1,3,2016,1,1,female,Hispanic,Hispanic,32,1,Girlfriend,,,,3,20,2016,1,2016,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3309,34136,330934136,1,4,2016,1,1,female,White,White,55,1,Wife,,,,4,25,2016,2,2016,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Unable to determine (not enough information)
33,Riverside,33A0,34744,33A034744,1,6,2016,1,1,female,Hispanic,Hispanic,26,1,Girlfriend,,,,6,5,2016,1,2016,Shotgun,Residence of offender,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,36467,330036467,1,3,2017,1,1,female,Hispanic,Hispanic,31,1,Girlfriend,,,,3,18,2017,7,2017,Knife or other stabbing instrument,Other,Domestic Violence,Non-death penalty homicide.
33,Riverside,3342,36311,334236311,1,3,2017,1,1,male,White,White,53,1,Boyfriend,,,,3,24,2017,6,2017,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,38865,330038865,1,3,2018,1,1,female,White,White,47,1,Girlfriend,,,,3,31,2018,7,2018,Knife or other stabbing instrument,Shared residence,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
33,Riverside,3308,39763,330839763,1,7,2018,1,1,male,Hispanic,Hispanic,41,1,Husband,,,,7,2,2018,2,2018,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3300,42989,330042989,1,12,2019,1,1,female,White,White,63,1,Homosexual relationship,,,,12,6,2019,6,2019,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3302,43200,330243200,1,8,2019,2,1,female,White,White,47,1,Girlfriend,,,,8,16,2019,6,2019,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
33,Riverside,3302,43200,330243200,2,8,2019,2,1,female,White,White,68,1,Acquaintance,,,,8,16,2019,6,2019,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
33,Riverside,3309,45078,330945078,1,10,2020,1,1,female,Hispanic,Hispanic,32,1,Girlfriend,,,,10,17,2020,7,2020,Unknown,Residence of offender,Domestic Violence,Unable to determine (not enough information)
33,Riverside,3332,43797,333243797,1,03,2020,1,1,male,Black or African American,Black,53,1,Boyfriend,,,,03,09,2020,2,2020,Shotgun,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00707,340000707,1,6,2001,1,1,female,White,White,28,1,Girlfriend,,,,5,21,2001,2,2001,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,01072,340001072,1,8,2001,1,1,female,White,White,22,1,Wife,,,,8,20,2001,2,2001,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,00188,340400188,1,2,2001,1,1,male,Black or African American,Black,47,1,Husband,,,,2,9,2001,6,2001,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,00437,340400437,1,4,2001,1,1,female,Black or African American,Black,41,1,Wife,,,,4,21,2001,7,2001,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,00638,340400638,1,5,2001,1,1,female,Hispanic,Hispanic,56,1,Wife,,,,5,13,2001,1,2001,"Personal weapon (hands/feet, etc)",Parking lot,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,00826,340400826,1,6,2001,1,1,male,Hispanic,Hispanic,43,1,Husband,,,,6,30,2001,7,2001,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,01346,340401346,1,9,2001,2,1,female,White,White,20,1,Girlfriend,,,,9,8,2001,7,2001,Handgun (pistol/revolver),Other commercial business,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00168,340000168,1,1,2002,1,1,male,Hispanic,Hispanic,20,1,Boyfriend,,,,1,31,2002,5,2002,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00714,340000714,1,5,2002,1,1,female,Black or African American,Black,32,1,Girlfriend,,,,5,3,2002,6,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00715,340000715,1,5,2002,1,1,female,Black or African American,Black,40,1,Girlfriend,,,,5,3,2002,6,2002,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00716,340000716,1,5,2002,1,1,female,Black or African American,Black,23,1,Girlfriend,,,,5,8,2002,4,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00721,340000721,1,5,2002,1,1,female,White,White,29,1,Wife,,,,5,31,2002,6,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00872,340000872,1,6,2002,1,1,female,White,White,46,1,Homosexual relationship,,,,6,10,2002,2,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00873,340000873,1,6,2002,1,1,female,White,White,79,1,Wife,,,,6,12,2002,4,2002,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,01483,340401483,1,7,2002,1,1,female,Black or African American,Black,30,1,Girlfriend,,,,7,24,2002,4,2002,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,01757,340401757,1,9,2002,1,1,female,White,White,27,1,Girlfriend,,,,9,6,2002,6,2002,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,02152,340402152,1,10,2002,1,1,female,Hispanic,Hispanic,43,1,Girlfriend,,,,10,23,2002,4,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00081,340000081,1,2,2003,1,1,female,American Indian and Alaska Native,American Indian,40,1,Wife,,,,2,11,2003,3,2003,Rope/Garrote,Vacant field,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00726,340000726,1,5,2003,1,1,female,Black or African American,Black,34,1,Girlfriend,,,,5,2,2003,6,2003,Handgun (pistol/revolver),Other commercial business,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,01283,340001283,1,7,2003,1,1,female,Hispanic,Hispanic,28,1,Wife,,,,7,14,2003,2,2003,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,01350,340001350,1,8,2003,1,1,male,Asian,Other Asian,50,1,Boyfriend,,,,8,11,2003,2,2003,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,01351,340001351,1,8,2003,1,1,female,Black or African American,Black,29,1,Girlfriend,,,,8,22,2003,6,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
