Countycode,County,Jurisdiction (NCIC),BCS number,ID,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,W_Race/Ethnicity,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
07,Contra Costa,0708,02179,070802179,1,12,2002,1,1,female,Hispanic,Hispanic,33,1,Wife,,,,12,7,2002,7,2002,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0726,01849,072601849,1,10,2002,1,1,male,White,White,70,1,Husband,,,,10,14,2002,2,2002,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0700,00073,070000073,1,2,2003,1,1,female,White,White,28,1,Girlfriend,,,,2,26,2003,4,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0701,02068,070102068,1,11,2003,1,1,female,White,White,39,1,Girlfriend,,,,11,27,2003,5,2003,Other firearm,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0704,00179,070400179,1,2,2003,1,1,female,White,White,70,1,Wife,,,,2,23,2003,1,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0704,02015,070402015,1,11,2003,1,1,female,Hispanic,Hispanic,24,1,Girlfriend,,,,11,17,2003,2,2003,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,00922,071000922,1,6,2003,1,1,female,Hispanic,Hispanic,31,1,Girlfriend,,,,6,22,2003,1,2003,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,02425,071002425,1,12,2003,3,1,female,Hispanic,Hispanic,26,1,Wife,,,,12,30,2003,3,2003,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0711,02387,071102387,1,12,2003,1,1,female,Asian,Other Asian,41,1,Wife,,,,12,31,2003,4,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0700,03635,070003635,1,12,2004,1,1,female,Black or African American,Black,23,1,Girlfriend,,,,12,31,2004,6,2004,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0701,00355,070100355,1,1,2004,2,1,female,Hispanic,Hispanic,30,1,Wife,,,,1,22,2004,5,2004,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0701,00666,070100666,1,2,2004,1,1,female,Black or African American,Black,20,1,Girlfriend,,,,2,14,2004,7,2004,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0702,02962,070202962,2,10,2004,3,1,female,White,White,32,1,Wife,,,,10,16,2004,7,2004,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0704,00668,070400668,1,2,2004,1,1,female,White,White,22,1,Girlfriend,,,,2,29,2004,1,2004,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,00672,071000672,1,2,2004,1,1,female,Black or African American,Black,21,1,Girlfriend,,,,2,24,2004,3,2004,Knife or other stabbing instrument,"Park, public use area",Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0700,05095,070005095,1,6,2005,1,1,male,White,White,40,1,Boyfriend,,,,6,9,2005,5,2005,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0712,05518,071205518,1,7,2005,1,1,female,White,White,77,1,Wife,,,,7,6,2005,4,2005,Handgun (pistol/revolver),Other,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0700,08099,070008099,1,6,2006,1,1,female,White,White,40,1,Wife,,,,6,26,2006,2,2006,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0704,08198,070408198,1,7,2006,1,1,female,Hispanic,Hispanic,35,1,Wife,,,,7,21,2006,6,2006,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,09096,071009096,1,10,2006,1,1,female,Black or African American,Black,47,1,Wife,,,,10,23,2006,2,2006,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0724,09513,072409513,1,12,2006,1,1,female,White,White,33,1,Wife,,,,12,24,2006,1,2006,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0701,12140,070112140,1,10,2007,1,1,female,White,White,29,1,Girlfriend,,,,10,16,2007,3,2007,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0704,10717,070410717,1,5,2007,1,1,female,Black or African American,Black,37,1,Girlfriend,,,,5,18,2007,6,2007,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,12144,071012144,1,10,2007,1,1,female,Black or African American,Black,39,1,Girlfriend,,,,10,12,2007,6,2007,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0712,12183,071212183,1,10,2007,1,1,female,Hispanic,Hispanic,25,1,Girlfriend,,,,10,2,2007,3,2007,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0717,10885,071710885,3,6,2007,3,1,female,Asian,Other Asian,40,1,Wife,,,,6,18,2007,2,2007,Handgun (pistol/revolver),"Park, public use area",Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0700,15496,070015496,1,10,2008,1,1,female,Black or African American,Black,46,1,Wife,,,,10,25,2008,7,2008,Knife or other stabbing instrument,Any vehicle,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0701,15534,070115534,1,9,2008,1,1,male,Black or African American,Black,34,1,Husband,,,,9,20,2008,7,2008,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,13098,071013098,1,1,2008,1,1,female,Hispanic,Hispanic,47,1,Wife,,,,1,30,2008,4,2008,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0700,17731,070017731,1,8,2009,1,1,female,Hispanic,Hispanic,33,1,Wife,,,,8,2,2009,1,2009,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0701,17543,070117543,1,7,2009,1,1,female,White,White,44,1,Girlfriend,,,,7,26,2009,1,2009,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0704,16234,070416234,1,1,2009,1,1,female,White,White,25,1,Wife,,,,1,11,2009,1,2009,Firearm (not specified),Residence of offender,Domestic Violence,Unable to determine (not enough information)
07,Contra Costa,0706,16792,070616792,1,3,2009,1,1,female,Black or African American,Black,43,1,Wife,,,,3,5,2009,5,2009,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0708,18054,070818054,1,9,2009,1,1,male,White,White,31,1,Boyfriend,,,,9,13,2009,1,2009,Other,Street/side walk,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,16662,071016662,1,3,2009,1,1,female,Black or African American,Black,62,1,Girlfriend,,,,3,27,2009,6,2009,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,17866,071017866,2,8,2009,2,1,female,Black or African American,Black,51,1,Girlfriend,,,,8,11,2009,3,2009,Shotgun,"Park, public use area",Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0711,17524,071117524,1,6,2009,1,1,female,White,White,41,1,Wife,,,,6,23,2009,3,2009,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0700,19450,070019450,1,4,2010,1,1,female,White,White,26,1,Girlfriend,,,,4,20,2010,3,2010,Rope/Garrote,Victim’s residence,Domestic Violence,Unable to determine (not enough information)
07,Contra Costa,0708,19078,070819078,1,2,2010,1,1,male,Black or African American,Black,31,1,Boyfriend,,,,2,23,2010,3,2010,Handgun (pistol/revolver),Parking lot,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,19289,071019289,1,1,2010,1,1,female,Black or African American,Black,57,1,Girlfriend,,,,1,5,2010,3,2010,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0712,20893,071220893,1,11,2010,1,1,male,White,White,56,1,Homosexual relationship,,,,11,4,2010,5,2010,Knife or other stabbing instrument,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0700,21356,070021356,1,1,2011,1,1,male,Black or African American,Black,49,1,Boyfriend,,,,1,14,2011,6,2011,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0704,21920,070421920,1,4,2011,1,1,female,White,White,32,1,Girlfriend,,,,4,11,2011,2,2011,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0704,23650,070423650,1,11,2011,1,1,male,White,White,47,1,Boyfriend,,,,11,25,2011,6,2011,Asphyxiation,Victim’s residence,Domestic Violence,Unable to determine (not enough information)
07,Contra Costa,0708,23329,070823329,1,11,2011,3,1,female,Other,Other,35,1,Wife,,,,11,10,2011,5,2011,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,22488,071022488,1,6,2011,1,1,male,Black or African American,Black,28,1,Boyfriend,,,,6,12,2011,1,2011,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,22902,071022902,1,9,2011,1,1,female,White,White,30,1,Girlfriend,,,,9,20,2011,3,2011,Knife or other stabbing instrument,Bar/restaurant,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0711,21762,071121762,1,3,2011,1,1,female,Hispanic,Hispanic,48,1,Girlfriend,,,,3,17,2011,5,2011,Firearm (not specified),Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0702,24081,070224081,1,3,2012,1,1,female,Asian,Filipino,42,1,Wife,,,,3,21,2012,4,2012,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0713,26171,071326171,1,8,2012,1,1,male,White,White,81,1,Boyfriend,,,,8,7,2012,3,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0714,25538,071425538,1,8,2012,1,1,female,Hispanic,Hispanic,48,1,Girlfriend,,,,8,4,2012,7,2012,"Personal weapon (hands/feet, etc)","Park, public use area",Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0710,30134,071030134,1,7,2014,1,1,male,White,White,36,1,Boyfriend,,,,7,8,2014,3,2014,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0701,32707,070132707,1,9,2015,1,1,male,White,White,32,1,Acquaintance,,,,9,8,2015,3,2015,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Unable to determine (not enough information)
07,Contra Costa,0723,32179,072332179,1,7,2015,1,1,female,White,White,67,1,Wife,,,,7,6,2015,2,2015,Firearm (not specified),Victim’s residence,Domestic Violence,Unable to determine (not enough information)
07,Contra Costa,0701,34440,070134440,1,5,2016,1,1,male,Hispanic,Hispanic,27,1,Boyfriend,,,,5,2,2016,2,2016,Handgun (pistol/revolver),Liquor store,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
07,Contra Costa,0704,34299,070434299,1,5,2016,1,1,female,Black or African American,Black,25,1,Girlfriend,,,,5,16,2016,2,2016,"Personal weapon (hands/feet, etc)",Street/side walk,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
07,Contra Costa,0701,39665,070139665,1,7,2018,2,1,female,Black or African American,Black,28,1,"Other, known to Victim",,,,7,5,2018,5,2018,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,The suspect/offender intentionally killed the victim while lying in wait.
07,Contra Costa,0701,39665,070139665,2,7,2018,2,1,female,Black or African American,Black,55,1,"Other, known to Victim",,,,7,5,2018,5,2018,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,The suspect/offender intentionally killed the victim while lying in wait.
07,Contra Costa,0701,42737,070142737,1,11,2019,1,1,female,Black or African American,Black,17,1,Girlfriend,,,,11,26,2019,3,2019,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
07,Contra Costa,0701,44344,070144344,1,07,2020,1,1,female,Black or African American,Black,24,1,Girlfriend,,,,07,27,2020,2,2020,Handgun (pistol/revolver),Parking lot,Domestic Violence,The suspect/offender intentionally killed the victim while lying in wait.
08,Del Norte,0800,24533,080024533,1,4,2012,1,1,male,White,White,43,1,Boyfriend,,,,4,22,2012,1,2012,Rifle,Street/side walk,Domestic Violence,Non-death penalty homicide.
08,Del Norte,0800,41216,080041216,1,2,2019,1,1,female,White,White,31,1,Wife,,,,12,23,2018,1,2018,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,00016,090000016,1,1,2001,1,1,female,White,White,44,1,Wife,,,,1,30,2001,3,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,00103,090000103,1,3,2001,1,1,female,White,White,45,1,Wife,,,,3,26,2001,2,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,00358,090000358,1,1,2004,1,1,female,White,White,42,1,Wife,,,,1,25,2004,1,2004,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,00673,090000673,1,2,2004,1,1,female,White,White,53,1,Wife,,,,2,25,2004,4,2004,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0901,04089,090104089,1,3,2005,1,1,female,White,White,47,1,Wife,,,,3,15,2005,3,2005,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,09390,090009390,1,6,2006,1,1,female,White,White,45,1,Wife,,,,6,17,2006,7,2006,Unknown,Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,08686,090008686,1,9,2006,1,1,female,White,White,55,1,Girlfriend,,,,9,2,2006,7,2006,Unknown,Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0901,08105,090108105,1,7,2006,1,1,female,White,White,40,1,Girlfriend,,,,7,26,2006,4,2006,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
09,El Dorado,0902,09985,090209985,1,3,2007,1,1,female,White,White,69,1,Wife,,,,3,17,2007,7,2007,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,19929,090019929,1,6,2010,1,1,female,White,White,63,1,Ex-wife,,,,6,17,2010,5,2010,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,24366,090024366,1,2,2012,1,1,female,White,White,37,1,Wife,,,,2,27,2012,2,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,26577,090026577,1,1,2013,1,1,male,White,White,72,1,Husband,,,,1,6,2013,1,2013,Shotgun,Victim’s residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,29087,090029087,1,3,2014,1,1,female,White,White,62,1,Homosexual relationship,,,,3,7,2014,6,2014,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,31804,090031804,1,4,2015,1,1,female,White,White,50,1,Wife,,,,4,3,2015,6,2015,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
09,El Dorado,0900,41847,090041847,1,5,2019,1,1,female,White,White,58,1,Wife,,,,5,2,2019,5,2019,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
10,Fresno,1000,01519,100001519,1,10,2001,1,1,male,White,White,35,1,Husband,,,,10,5,2001,6,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
10,Fresno,1005,01316,100501316,1,4,2001,1,1,female,White,White,49,1,Wife,,,,4,2,2001,2,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
10,Fresno,1005,01616,100501616,1,10,2001,1,1,female,Asian,Japanese,24,1,Wife,,,,10,9,2001,3,2001,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
10,Fresno,1000,00458,100000458,1,4,2002,1,1,female,White,White,29,1,Wife,,,,4,5,2002,6,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
10,Fresno,1000,01103,100001103,1,7,2002,1,1,female,Hispanic,Hispanic,47,1,Wife,,,,7,3,2002,4,2002,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
10,Fresno,1005,00451,100500451,1,3,2002,1,1,female,White,White,37,1,Wife,,,,3,9,2002,7,2002,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
10,Fresno,1005,00455,100500455,1,3,2002,1,1,female,White,White,72,1,Wife,,,,3,15,2002,6,2002,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
